x1,x2,label
-0.7815,0.0542,inner
-0.7068,-1.9258,outer
2.5004,-0.5011,outer
0.5716,-0.3332,inner
-0.5708,-0.015,inner
-1.9428,1.0561,outer
0.4141,0.8594,inner
2.4735,0.1102,outer
-1.5148,1.6763,outer
-0.5043,1.4552,outer
-2.0245,0.981,outer
0.2599,0.0571,inner
0.59,0.1003,inner
-2.1842,1.2021,outer
-0.3598,0.6688,inner
-1.293,1.0945,outer
-0.3514,-0.546,inner
-0.543,-0.6175,inner
-1.32,1.1563,outer
0.4605,-2.2762,outer
0.2248,0.8281,inner
0.2943,0.9565,inner
0.337,0.0722,inner
0.2266,-0.6724,inner
2.4344,-0.3593,outer
0.6682,-0.1029,inner
0.7767,-0.1666,inner
1.2763,1.5376,outer
0.8928,-0.6264,inner
-1.8318,0.2478,outer
0.1455,0.7924,inner
0.1487,0.0681,inner
-1.6124,1.5028,outer
0.4519,0.0668,inner
-2.0901,0.6585,outer
-1.7574,-0.2178,outer
1.7761,1.1558,outer
-0.2675,0.233,inner
-0.2815,-0.5619,inner
2.4031,0.033,outer
-1.4339,-1.1459,outer
0.6159,-0.5636,inner
0.3487,0.5081,inner
0.5184,1.748,outer
0.8936,1.7942,outer
-0.8732,0.2031,inner
-1.5693,0.7529,outer
0.8723,0.2899,inner
0.0237,0.7774,inner
0.4854,0.2525,inner
0.2785,-1.8925,outer
0.9244,-1.1626,outer
-0.4834,0.092,inner
0.4388,0.6222,inner
-0.4401,0.2838,inner
0.1899,-0.0409,inner
-0.1199,-0.2276,inner
1.7857,-0.3866,outer
-1.7635,-0.9599,outer
0.9449,-2.3605,outer
-1.3691,-1.172,outer
-0.1432,-0.4869,inner
-0.7455,0.2935,inner
-0.1645,0.8051,inner
1.915,0.7362,outer
0.4778,-2.0647,outer
1.8133,-1.1744,outer
1.0067,1.553,outer
-1.806,-1.5458,outer
0.7469,0.0376,inner
-0.4828,0.0554,inner
0.1164,-0.2893,inner
-1.8348,-0.4531,outer
0.1284,-0.4728,inner
-0.463,0.7845,inner
1.8058,-0.881,outer
-1.003,-1.5004,outer
1.6953,-0.1507,outer
1.4,-1.7451,outer
0.5171,-0.6867,inner
1.5733,-0.8169,outer
-1.1204,1.9448,outer
-1.3631,1.7771,outer
1.1721,1.56,outer
1.058,-1.579,outer
-0.5915,0.0388,inner
0.3914,0.2294,inner
1.7236,1.2756,outer
-0.1083,0.7184,inner
0.8466,1.9245,outer
-0.4204,-0.6928,inner
0.6858,2.0815,outer
-0.0534,1.7962,outer
-0.2655,0.1913,inner
0.2228,-0.4985,inner
-1.9264,-1.2329,outer
-0.2055,-1.8037,outer
0.5128,0.2312,inner
-1.5178,0.7119,outer
-0.4828,-0.4394,inner
-0.3416,0.8601,inner
-1.1387,1.7085,outer
0.3935,-0.1073,inner
-0.7816,-2.0126,outer
0.354,-0.8835,inner
0.8743,0.3306,inner
0.9954,1.1431,outer
-0.4182,-0.0206,inner
-0.4147,0.8284,inner
-0.7198,2.4673,outer
-0.8951,0.1814,inner
0.4613,0.7352,inner
-0.3992,-0.4851,inner
-1.8388,0.53,outer
-2.1408,-0.1244,outer
0.0689,1.8842,outer
0.4375,2.4263,outer
-0.0428,0.0071,inner
0.6474,-0.0072,inner
-0.0428,0.4189,inner
-1.327,-1.1457,outer
-0.099,1.6831,outer
1.984,-0.4708,outer
-0.115,-0.3677,inner
0.552,-2.4167,outer
-0.0503,-0.1176,inner
1.7321,-1.2012,outer
0.2832,-0.7247,inner
-0.6426,-0.1379,inner
-0.8555,0.3207,inner
-0.1943,0.553,inner
-0.0017,0.7359,inner
0.236,-0.8214,inner
0.4899,-0.1195,inner
1.8671,-1.0697,outer
1.0449,2.1466,outer
-0.6155,-0.6899,inner
-0.3012,0.7513,inner
0.0609,0.8356,inner
-0.2284,-0.2615,inner
0.625,0.5802,inner
0.404,0.1589,inner
1.2893,1.3733,outer
-0.7754,-0.1488,inner
-0.0548,0.2992,inner
1.4726,0.9801,outer
0.8096,0.3877,inner
1.2753,1.3411,outer
0.1301,0.0151,inner
0.5673,-0.2312,inner
1.6903,-1.0368,outer
0.5338,-0.1016,inner
2.1366,-0.4789,outer
-1.2672,2.0187,outer
-0.3259,0.8897,inner
2.002,-1.0961,outer
-1.3511,-0.9309,outer
0.6248,-2.3241,outer
-0.0965,1.5695,outer
-0.483,0.488,inner
-0.1444,1.9372,outer
0.1362,-1.5737,outer
2.184,-0.3275,outer
0.4986,-0.4507,inner
-0.1775,0.7555,inner
0.0337,-0.4629,inner
-0.0935,-0.8711,inner
-0.2932,0.8628,inner
-0.6704,-2.2404,outer
-0.6909,-0.2384,inner
-1.5773,0.4084,outer
-1.9885,-0.5737,outer
-0.5535,2.2007,outer
0.1238,0.5304,inner
-0.2014,-0.1994,inner
1.579,-0.8803,outer
2.3916,-0.5562,outer
-2.059,0.0123,outer
-0.3412,-0.6902,inner
-0.3134,-0.7385,inner
2.4879,0.3802,outer
0.1081,-0.3137,inner
-0.2835,0.5854,inner
0.5755,-2.1656,outer
-1.0212,-0.0281,inner
-0.1111,0.4956,inner
0.8419,0.4463,inner
-0.8722,-0.4153,inner
0.2226,-0.6348,inner
1.6247,-1.3978,outer
-1.74,0.3411,outer
-1.7365,1.4941,outer
-1.3052,-1.0893,outer
-0.1857,-0.8296,inner
0.3819,-0.9009,inner
-0.4461,2.0832,outer
0.3959,0.842,inner
-1.2919,-1.732,outer
0.6047,0.3042,inner
1.5766,1.7114,outer
0.5796,-0.3765,inner
-1.5494,-0.6018,outer
-0.1667,-2.483,outer
-0.5451,0.4602,inner
0.5869,0.0123,inner
0.4543,-0.468,inner
-0.9238,0.3256,inner
0.0462,0.3158,inner
1.8116,-0.4226,outer
-1.8898,-0.6275,outer
-0.2976,-0.2523,inner
0.9412,0.0515,inner
-0.1181,1.9648,outer
-0.5453,-2.0634,outer
1.8599,0.9847,outer
-2.0902,-1.3644,outer
-0.8054,0.4838,inner
-0.4286,0.3542,inner
-0.6847,2.0383,outer
0.1395,-0.0004,inner
-0.4371,0.9351,inner
-0.0328,-0.9154,inner
0.267,0.5672,inner
-0.0202,-2.398,outer
-0.1232,0.2528,inner
-2.1583,-0.3069,outer
-0.2736,0.8298,inner
-0.3004,2.0886,outer
0.3489,0.7903,inner
-0.6508,2.3883,outer
-0.7573,-0.2484,inner
-0.0351,0.4118,inner
1.0711,0.9823,outer
0.6768,-0.7206,inner
-0.0983,0.6777,inner
-0.6703,0.2319,inner
-0.7689,2.2,outer
0.3475,-2.0069,outer
-0.6618,-1.6802,outer
-2.4029,0.4024,outer
0.0482,-0.0814,inner
-1.2885,1.7158,outer
0.0535,0.4744,inner
-1.5995,1.7391,outer
-1.9937,1.2882,outer
-1.0263,0.3074,inner
-0.723,0.3646,inner
-0.6106,0.0402,inner
0.4206,-0.488,inner
-0.1097,0.3082,inner
-1.8624,1.2165,outer
0.4885,-0.0321,inner
2.0747,0.4044,outer
0.0674,-2.0557,outer
0.5072,0.5776,inner
0.5032,0.1253,inner
-0.031,-0.681,inner
-0.0629,0.2924,inner
-0.3575,-0.7581,inner
-0.6669,-0.7042,inner
-0.5142,0.3749,inner
-0.4246,-0.0701,inner
-0.386,-0.6015,inner
2.2035,0.4608,outer
0.1369,0.9637,inner
-0.1981,-0.4932,inner
-0.6456,0.1151,inner
-1.5177,-1.312,outer
-0.5722,-0.3371,inner
-0.5783,-0.0018,inner
0.6955,-0.2797,inner
0.0973,1.9021,outer
0.3842,0.4864,inner
-1.7881,1.1716,outer
-0.1214,0.8057,inner
-0.8488,-2.0525,outer
-1.6797,1.4225,outer
0.6253,0.2379,inner
-0.0003,-0.2083,inner
-0.6139,0.3538,inner
-1.6434,-1.8575,outer
-0.7195,0.7159,inner
0.4704,-0.0925,inner
0.2443,-0.6075,inner
-0.1284,-0.1948,inner
-0.6527,0.0389,inner
1.3074,-1.3281,outer
-0.5117,0.5342,inner
0.2754,-0.5311,inner
2.0678,0.5134,outer
1.9329,-1.3891,outer
-0.919,-2.157,outer
-0.022,0.3145,inner
-2.0276,-0.1586,outer
1.7028,1.0535,outer
0.3795,-0.0029,inner
-0.3582,0.0418,inner
0.031,2.0782,outer
1.6827,0.3932,outer
-0.5316,-1.6294,outer
0.4931,0.733,inner
-0.4713,0.1486,inner
0.7661,-1.4805,outer
-0.3063,-0.9624,inner
-1.3848,-0.5333,outer
0.1937,0.4055,inner
-0.2148,0.4617,inner
-1.2085,2.0453,outer
-0.7759,-0.4309,inner
0.7989,0.3143,inner
1.5586,-0.7247,outer
-2.2551,0.7675,outer
1.0135,-1.9641,outer
-2.4441,0.3594,outer
-0.5389,0.1052,inner
0.2732,0.5443,inner
-0.8786,-0.1025,inner
-0.2607,-0.1444,inner
1.3951,1.7444,outer
-1.2887,1.6014,outer
1.1243,1.9209,outer
-0.0579,-0.3384,inner
-0.7338,0.5524,inner
0.0735,0.0635,inner
-0.0172,1.6019,outer
-1.777,1.5194,outer
-1.5987,0.5388,outer
-0.7744,-0.4478,inner
-1.36,1.0454,outer
-0.8323,1.6683,outer
2.0185,-1.1583,outer
-1.1393,-1.5196,outer
2.193,0.9744,outer
0.3415,-0.2187,inner
-0.0443,0.7798,inner
-1.0337,-1.3084,outer
-0.6059,0.4198,inner
0.1569,0.0609,inner
-1.4291,2.0583,outer
-0.2426,-0.9618,inner
-0.6623,1.5426,outer
-1.8127,-0.0539,outer
-0.0063,0.5573,inner
-2.0957,-0.9454,outer
1.3507,-1.929,outer
1.4607,1.0551,outer
-2.0854,-0.5868,outer
-0.0204,-0.7898,inner
1.5808,0.8671,outer
-0.1858,0.5661,inner
-1.8547,-0.1685,outer
1.7576,1.1126,outer
-0.6709,0.0445,inner
1.1817,-1.1618,outer
-0.591,0.0792,inner
-0.5916,0.7734,inner
-2.1675,0.0334,outer
0.2944,0.4765,inner
-2.2289,-0.5371,outer
0.0201,-0.7765,inner
-0.3224,0.0621,inner
0.1029,0.472,inner
-0.4494,1.9229,outer
-0.4607,0.5765,inner
-0.3804,0.0882,inner
1.7179,0.152,outer
-0.2281,-0.8216,inner
-0.9989,-0.0743,inner
-0.9543,-1.8027,outer
-0.1691,-0.1411,inner
0.2148,-0.7745,inner
-0.1683,-2.0762,outer
-0.4476,-0.292,inner
-1.0532,-2.1233,outer
-0.3327,1.9002,outer
-1.8712,-1.4853,outer
0.7189,1.8678,outer
1.3959,0.8951,outer
-1.6544,0.4591,outer
1.1293,1.113,outer
-1.3472,-1.5947,outer
1.5985,0.1034,outer
-0.9534,2.1397,outer
-0.3314,2.0948,outer
0.7609,-0.2013,inner
-0.179,0.1046,inner
1.5615,0.1881,outer
1.4434,-1.4575,outer
-0.4735,-0.5293,inner
-0.0948,-0.8917,inner
-1.3552,-1.7593,outer
-0.595,0.2476,inner
-0.6684,0.1053,inner
-2.3238,-0.2228,outer
1.5197,1.825,outer
-0.4574,-2.1932,outer
-1.6902,-0.4016,outer
1.961,1.1097,outer
0.3857,-1.7089,outer
-0.5228,-0.7369,inner
0.2324,1.6541,outer
1.9023,-0.2487,outer
0.2623,-0.308,inner
0.0989,-0.5629,inner
-1.1295,1.2233,outer
1.8945,0.2858,outer
2.1626,0.7685,outer
0.8372,-0.2709,inner
-0.4301,0.4684,inner
1.0089,2.0657,outer
-0.3661,-0.0668,inner
-1.3738,1.8456,outer
2.1643,-0.5216,outer
-0.4311,1.0067,inner
-0.0514,-0.1128,inner
0.279,-0.0295,inner
1.4605,-1.3869,outer
1.9273,-1.2582,outer
-0.4365,-0.4032,inner
-0.6836,-1.7258,outer
0.6566,-0.679,inner
-1.341,0.7614,outer
-0.8734,-0.1977,inner
0.5418,0.1829,inner
0.553,-0.1858,inner
-1.1849,2.1522,outer
-0.5873,-0.3026,inner
0.6875,0.749,inner
-0.7413,0.093,inner
1.9176,-0.9851,outer
1.5186,-0.3188,outer
0.2891,0.413,inner
-0.6611,-0.349,inner
-0.0024,1.9436,outer
0.4607,-0.7268,inner
-0.0728,0.7765,inner
1.7995,0.8564,outer
1.6747,-0.9192,outer
0.2818,-0.181,inner
2.2669,0.7128,outer
-0.3584,0.9026,inner
-0.6291,1.7929,outer
-1.4733,-1.7135,outer
-0.5298,0.1811,inner
-1.6094,-0.0031,outer
1.7989,-0.0699,outer
-1.3574,-1.7357,outer
0.0081,-0.315,inner
-0.4896,0.2953,inner
0.4269,-0.0201,inner
-0.2507,-0.3876,inner
0.285,-0.329,inner
-0.0218,-0.4673,inner
-1.5188,1.0987,outer
-2.2915,-0.2024,outer
-0.642,-0.2078,inner
0.6622,0.2698,inner
0.5939,2.1821,outer
-0.4043,-0.5307,inner
0.9718,0.1902,inner
-0.3541,-0.4327,inner
-1.8979,0.0251,outer
-2.113,-1.0998,outer
1.2065,-1.0061,outer
0.7486,-0.5856,inner
-0.3881,-0.2909,inner
0.026,-0.5866,inner
-1.337,1.9116,outer
-0.4367,-0.2523,inner
-0.188,-0.1269,inner
0.7858,-0.5265,inner
-0.5923,-0.2793,inner
-1.0424,1.7806,outer
0.1087,-1.9549,outer
-1.0015,1.4982,outer
1.9683,-0.8183,outer
0.1021,-1.6509,outer
-0.7662,0.1169,inner
-0.7076,2.1828,outer
-1.5738,-1.4122,outer
-0.8897,2.2363,outer
-1.1245,1.5761,outer
-2.0887,-1.4341,outer
-0.7779,-0.04,inner
0.217,1.3831,outer
-0.9329,0.1621,inner
-1.7737,-0.5249,outer
2.396,-0.3108,outer
1.3448,1.8211,outer
-0.215,-0.1868,inner
-1.6846,0.2291,outer
-2.0696,-0.7425,outer
0.6563,-0.2269,inner
-0.1096,2.4727,outer
1.6544,1.3131,outer
0.6236,-0.6113,inner
1.9755,0.9504,outer
0.8392,0.223,inner
1.9836,-0.772,outer
-0.6192,1.7656,outer
-0.4583,-0.718,inner
0.1854,2.3998,outer
-0.7322,-0.5657,inner
0.5283,0.4421,inner
0.1075,-2.2468,outer
-0.03,2.2263,outer
-0.5619,-0.8664,inner
-0.6566,0.541,inner
-0.6677,-0.3429,inner
0.6223,2.3973,outer
-0.0201,-1.7333,outer
-1.1434,-1.5008,outer
1.1824,-1.7362,outer
1.0684,-1.1631,outer
-0.6744,-2.4501,outer
-0.8628,-0.2518,inner
-0.3978,0.7419,inner
-1.1504,1.3152,outer
-0.4565,0.6677,inner
0.0908,0.8865,inner
-1.4554,1.8647,outer
-0.9806,-0.0289,inner
-0.6206,-2.139,outer
0.1304,-0.2606,inner
0.2271,-0.4523,inner
-0.2474,0.3992,inner
0.4301,0.2724,inner
0.9077,0.0053,inner
-0.1176,1.6429,outer
1.384,-2.1724,outer
-0.8292,0.5836,inner
-2.2516,0.0537,outer
0.9601,2.0062,outer
0.0513,0.8127,inner
0.7432,0.6059,inner
-0.5389,-0.044,inner
-1.8079,0.8043,outer
-0.8703,-0.0438,inner
0.1922,1.7098,outer
-0.6152,-0.4609,inner
-0.1466,0.316,inner
1.8224,-0.5905,outer
0.3255,0.6681,inner
-0.1756,-1.5447,outer
0.1478,0.171,inner
2.0187,0.5669,outer
-0.0584,-0.2069,inner
-0.7267,-0.3162,inner
-0.2942,-0.9762,inner
-1.857,1.6201,outer
-0.867,-0.3489,inner
0.1185,-0.0641,inner
0.5303,-0.3957,inner
-1.4329,0.9605,outer
-0.4448,-0.8423,inner
0.1144,-0.7277,inner
0.4771,1.3623,outer
1.0323,-1.9824,outer
0.1731,0.2707,inner
-0.899,0.0408,inner
0.6689,-0.3518,inner
0.1145,0.929,inner
1.9791,-1.2843,outer
-1.8839,-1.3441,outer
-0.0902,0.4931,inner
-0.4116,-0.7475,inner
-0.0687,-0.5307,inner
-0.4628,0.7936,inner
-1.3182,1.1486,outer
1.3304,-1.1143,outer
0.8178,0.4133,inner
0.2762,0.5311,inner
2.1167,-0.779,outer
0.9071,-0.0162,inner
1.189,1.5852,outer
-0.7531,-0.408,inner
0.1651,1.565,outer
0.4814,0.1063,inner
-0.1407,2.0905,outer
-1.5563,1.6161,outer
0.9394,-0.0407,inner
-0.3105,-0.9742,inner
-0.6619,0.6159,inner
0.3246,-0.8194,inner
0.3031,-0.6965,inner
-0.347,-0.2998,inner
1.6896,-0.5541,outer
-0.4138,-2.2788,outer
-1.2481,-1.5359,outer
0.0429,-0.122,inner
-0.1017,-0.1409,inner
-0.1085,-0.3407,inner
0.6702,0.2638,inner
0.7399,1.5678,outer
